Created in : Sat Apr 11 01:08:29 IRDT 2020
Password : y
User : y
**********************
11/04/2020 01:08:30  Sign_in
11/04/2020 01:08:38  Select : ROGUE as first selected hero
11/04/2020 01:10:34  Sign_in
11/04/2020 01:11:46  Sign_in
11/04/2020 01:13:20  Sign_in
11/04/2020 01:13:50  Sign_in
11/04/2020 01:14:21  Sign_in
11/04/2020 01:14:48  Sign_in
11/04/2020 01:15:36  Sign_in
11/04/2020 01:16:43  Sign_in
11/04/2020 01:17:41  Sign_in
11/04/2020 01:19:03  Sign_in
11/04/2020 01:23:42  Sign_in
11/04/2020 01:25:11  Sign_in
11/04/2020 01:27:08  Sign_in
11/04/2020 01:28:25  Sign_in
11/04/2020 01:29:51  Sign_in
11/04/2020 01:34:18  Sign_in
11/04/2020 12:03:37  Sign_in
11/04/2020 12:04:55  Sign_in
11/04/2020 12:08:41  Sign_in
11/04/2020 12:11:07  Sign_in
11/04/2020 12:13:02  Sign_in
11/04/2020 12:16:51  Sign_in
11/04/2020 12:21:12  Sign_in
11/04/2020 12:29:31  Sign_in
11/04/2020 12:30:16  Sign_in
11/04/2020 12:31:12  Sign_in
11/04/2020 12:31:33  Sign_in
11/04/2020 12:31:46  Sign_in
11/04/2020 12:32:04  Sign_in
11/04/2020 12:32:18  Sign_in
11/04/2020 12:44:27  Sign_in
11/04/2020 12:45:30  Sign_in
11/04/2020 12:46:10  Sign_in
11/04/2020 12:47:20  Sign_in
11/04/2020 12:48:04  Sign_in
11/04/2020 12:48:29  Sign_in
11/04/2020 12:49:13  Sign_in
11/04/2020 12:56:15  Sign_in
11/04/2020 12:56:49  Sign_in
11/04/2020 12:57:03  Sign_in
11/04/2020 12:57:30  Sign_in
11/04/2020 12:58:09  Sign_in
11/04/2020 13:02:07  Sign_in
11/04/2020 13:03:20  Sign_in
11/04/2020 13:03:41  Sign_in
11/04/2020 13:05:43  Sign_in
11/04/2020 13:16:00  Sign_in
11/04/2020 13:16:39  Sign_in
11/04/2020 13:17:14  Sign_in
11/04/2020 13:18:04  Sign_in
11/04/2020 13:19:33  Sign_in
11/04/2020 13:22:25  Sign_in
11/04/2020 13:22:29  ADD : learndraconic  is added to purchased cards .
11/04/2020 13:22:34  ADD : holylight  is added to purchased cards .
11/04/2020 13:22:34  ADD : holylight  is added to purchased cards .
11/04/2020 13:22:58  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:58  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:58  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:22:59  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:23:00  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:23:00  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:23:00  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:23:00  ADD : friendlysmith  is added to purchased cards .
11/04/2020 13:23:49  ADD : lightforgedblessing  is added to purchased cards .
11/04/2020 13:23:49  ADD : lightforgedblessing  is added to purchased cards .
11/04/2020 13:23:49  ADD : lightforgedblessing  is added to purchased cards .
11/04/2020 13:23:49  ADD : lightforgedblessing  is added to purchased cards .
11/04/2020 13:24:29  Sign_in
11/04/2020 13:24:34  ADD : learndraconic  is added to purchased cards .
11/04/2020 13:24:48  ADD : depthcharge  is added to purchased cards .
11/04/2020 13:24:48  ADD : depthcharge  is added to purchased cards .
11/04/2020 13:24:48  ADD : depthcharge  is added to purchased cards .
11/04/2020 13:25:35  Sign_in
11/04/2020 13:25:39  ADD : silversword  is added to purchased cards .
11/04/2020 13:25:44  ADD : silversword  is added to purchased cards .
11/04/2020 13:25:44  ADD : silversword  is added to purchased cards .
11/04/2020 13:26:55  Sign_in
11/04/2020 13:26:59  ADD : sprint  is added to purchased cards .
11/04/2020 13:27:05  ADD : sprint  is added to purchased cards .
11/04/2020 13:27:05  ADD : sprint  is added to purchased cards .
11/04/2020 13:27:41  Sign_in
11/04/2020 13:27:46  ADD : swarmoflocusts  is added to purchased cards .
11/04/2020 13:27:51  ADD : swarmoflocusts  is added to purchased cards .
11/04/2020 13:27:51  ADD : swarmoflocusts  is added to purchased cards .
11/04/2020 13:31:41  Sign_in
11/04/2020 13:31:47  ADD : cobaltspellkin  is added to purchased cards .
11/04/2020 13:31:49  ADD : cobaltspellkin  is added to purchased cards .
11/04/2020 13:31:49  ADD : cobaltspellkin  is added to purchased cards .
11/04/2020 13:31:54  ADD : deathwing  is added to purchased cards .
11/04/2020 13:31:54  ADD : deathwing  is added to purchased cards .
11/04/2020 13:31:54  ADD : deathwing  is added to purchased cards .
11/04/2020 13:31:57  ADD : divinehymn  is added to purchased cards .
11/04/2020 13:31:57  ADD : divinehymn  is added to purchased cards .
11/04/2020 13:31:57  ADD : divinehymn  is added to purchased cards .
11/04/2020 13:31:57  ADD : divinehymn  is added to purchased cards .
11/04/2020 13:38:17  Sign_in
11/04/2020 13:38:23  ADD : tombwarden  is added to purchased cards .
11/04/2020 13:38:25  ADD : gearblade  is added to purchased cards .
11/04/2020 13:38:25  ADD : gearblade  is added to purchased cards .
11/04/2020 13:38:29  ADD : flamestrike  is added to purchased cards .
11/04/2020 13:38:30  ADD : flamestrike  is added to purchased cards .
11/04/2020 13:38:30  ADD : flamestrike  is added to purchased cards .
11/04/2020 13:38:33  ADD : highpriestamet  is added to purchased cards .
11/04/2020 13:38:33  ADD : highpriestamet  is added to purchased cards .
11/04/2020 13:38:33  ADD : highpriestamet  is added to purchased cards .
11/04/2020 13:38:33  ADD : highpriestamet  is added to purchased cards .
11/04/2020 14:06:34  Sign_in
11/04/2020 14:06:39  ADD : deadlyshot  is added to purchased cards .
11/04/2020 14:06:56  ADD : deadlyshot  is added to purchased cards .
11/04/2020 14:06:56  ADD : deadlyshot  is added to purchased cards .
11/04/2020 14:07:20  ADD : arcanitereaper  is added to purchased cards .
11/04/2020 14:07:20  ADD : arcanitereaper  is added to purchased cards .
11/04/2020 14:07:20  ADD : arcanitereaper  is added to purchased cards .
11/04/2020 14:07:20  ADD : arcanitereaper  is added to purchased cards .
11/04/2020 14:09:45  ADD : depthcharge  is added to purchased cards .
11/04/2020 14:09:45  ADD : depthcharge  is added to purchased cards .
11/04/2020 14:09:46  ADD : depthcharge  is added to purchased cards .
11/04/2020 14:09:46  ADD : depthcharge  is added to purchased cards .
11/04/2020 14:09:46  ADD : depthcharge  is added to purchased cards .
11/04/2020 14:09:50  ADD : silversword  is added to purchased cards .
11/04/2020 14:09:50  ADD : silversword  is added to purchased cards .
11/04/2020 14:09:50  ADD : silversword  is added to purchased cards .
